Watershed,date,invert,size,Sample,month,year,count
2,5/14/2018,Mayfly,Large,3,5,2018,0
2,5/14/2018,Mayfly,Large,6,5,2018,0
2,5/14/2018,Mayfly,Large,7,5,2018,0
2,5/14/2018,Mayfly,Large,5,5,2018,0
3,5/14/2018,Mayfly,Large,1,5,2018,0
3,5/14/2018,Mayfly,Large,6,5,2018,0
3,5/14/2018,Mayfly,Large,4,5,2018,0
3,5/14/2018,Mayfly,Large,10,5,2018,0
3,5/14/2018,Mayfly,Large,3,5,2018,0
3,5/14/2018,Mayfly,Large,9,5,2018,0
3,5/14/2018,Mayfly,Large,7,5,2018,0
3,5/14/2018,Mayfly,Large,5,5,2018,0
3,5/14/2018,Mayfly,Large,2,5,2018,0
3,5/14/2018,Mayfly,Large,8,5,2018,0
6,5/14/2018,Mayfly,Large,10,5,2018,0
6,5/14/2018,Mayfly,Large,2,5,2018,0
6,5/14/2018,Mayfly,Large,4,5,2018,0
6,5/14/2018,Mayfly,Large,6,5,2018,0
6,5/14/2018,Mayfly,Large,3,5,2018,0
6,5/14/2018,Mayfly,Large,5,5,2018,0
6,5/14/2018,Mayfly,Large,1,5,2018,0
6,5/14/2018,Mayfly,Large,7,5,2018,0
6,5/14/2018,Mayfly,Large,8,5,2018,0
6,5/14/2018,Mayfly,Large,9,5,2018,0
1,5/14/2018,Stonefly,Large,6,5,2018,1
1,5/14/2018,Stonefly,Large,4,5,2018,0
1,5/14/2018,Stonefly,Large,10,5,2018,0
1,5/14/2018,Stonefly,Large,2,5,2018,0
1,5/14/2018,Stonefly,Large,7,5,2018,0
1,5/14/2018,Stonefly,Large,1,5,2018,0
1,5/14/2018,Stonefly,Large,3,5,2018,0
1,5/14/2018,Stonefly,Large,5,5,2018,0
1,5/14/2018,Stonefly,Large,8,5,2018,0
1,5/14/2018,Stonefly,Large,9,5,2018,0
2,5/14/2018,Stonefly,Large,9,5,2018,0
2,5/14/2018,Stonefly,Large,10,5,2018,0
2,5/14/2018,Stonefly,Large,8,5,2018,0
2,5/14/2018,Stonefly,Large,4,5,2018,0
2,5/14/2018,Stonefly,Large,1,5,2018,0
2,5/14/2018,Stonefly,Large,2,5,2018,0
2,5/14/2018,Stonefly,Large,3,5,2018,0
2,5/14/2018,Stonefly,Large,6,5,2018,0
2,5/14/2018,Stonefly,Large,7,5,2018,0
2,5/14/2018,Stonefly,Large,5,5,2018,0
3,5/14/2018,Stonefly,Large,1,5,2018,0
3,5/14/2018,Stonefly,Large,6,5,2018,0
3,5/14/2018,Stonefly,Large,4,5,2018,0
3,5/14/2018,Stonefly,Large,10,5,2018,0
3,5/14/2018,Stonefly,Large,3,5,2018,0
3,5/14/2018,Stonefly,Large,9,5,2018,0
3,5/14/2018,Stonefly,Large,7,5,2018,0
3,5/14/2018,Stonefly,Large,5,5,2018,0
3,5/14/2018,Stonefly,Large,2,5,2018,0
3,5/14/2018,Stonefly,Large,8,5,2018,0
6,5/14/2018,Stonefly,Large,10,5,2018,0
6,5/14/2018,Stonefly,Large,2,5,2018,0
6,5/14/2018,Stonefly,Large,4,5,2018,0
6,5/14/2018,Stonefly,Large,6,5,2018,0
6,5/14/2018,Stonefly,Large,3,5,2018,0
6,5/14/2018,Stonefly,Large,5,5,2018,0
6,5/14/2018,Stonefly,Large,1,5,2018,0
6,5/14/2018,Stonefly,Large,7,5,2018,0
6,5/14/2018,Stonefly,Large,8,5,2018,0
6,5/14/2018,Stonefly,Large,9,5,2018,0
1,5/14/2018,Other,Large,6,5,2018,0
1,5/14/2018,Other,Large,4,5,2018,0
1,5/14/2018,Other,Large,10,5,2018,0
1,5/14/2018,Other,Large,2,5,2018,0
1,5/14/2018,Other,Large,7,5,2018,0
1,5/14/2018,Other,Large,1,5,2018,0
1,5/14/2018,Other,Large,3,5,2018,0
1,5/14/2018,Other,Large,5,5,2018,0
1,5/14/2018,Other,Large,8,5,2018,0
1,5/14/2018,Other,Large,9,5,2018,0
2,5/14/2018,Other,Large,9,5,2018,1
2,5/14/2018,Other,Large,10,5,2018,2
2,5/14/2018,Other,Large,8,5,2018,2
2,5/14/2018,Other,Large,4,5,2018,2
2,5/14/2018,Other,Large,1,5,2018,3
2,5/14/2018,Other,Large,2,5,2018,4
2,5/14/2018,Other,Large,3,5,2018,0
2,5/14/2018,Other,Large,6,5,2018,0
2,5/14/2018,Other,Large,7,5,2018,0
2,5/14/2018,Other,Large,5,5,2018,0
3,5/14/2018,Other,Large,1,5,2018,1
3,5/14/2018,Other,Large,6,5,2018,2
3,5/14/2018,Other,Large,4,5,2018,2
3,5/14/2018,Other,Large,10,5,2018,2
3,5/14/2018,Other,Large,3,5,2018,3
3,5/14/2018,Other,Large,9,5,2018,1
3,5/14/2018,Other,Large,7,5,2018,0
3,5/14/2018,Other,Large,5,5,2018,0
3,5/14/2018,Other,Large,2,5,2018,0
3,5/14/2018,Other,Large,8,5,2018,0
6,5/14/2018,Other,Large,10,5,2018,2
6,5/14/2018,Other,Large,2,5,2018,2
6,5/14/2018,Other,Large,4,5,2018,3
6,5/14/2018,Other,Large,6,5,2018,3
6,5/14/2018,Other,Large,3,5,2018,4
6,5/14/2018,Other,Large,5,5,2018,0
6,5/14/2018,Other,Large,1,5,2018,0
6,5/14/2018,Other,Large,7,5,2018,0
6,5/14/2018,Other,Large,8,5,2018,0
6,5/14/2018,Other,Large,9,5,2018,0
1,5/14/2018,Dipteran,Small,6,5,2018,0
1,5/14/2018,Dipteran,Small,4,5,2018,45
1,5/14/2018,Dipteran,Small,10,5,2018,47
1,5/14/2018,Dipteran,Small,2,5,2018,48
1,5/14/2018,Dipteran,Small,7,5,2018,54
1,5/14/2018,Dipteran,Small,1,5,2018,0
1,5/14/2018,Dipteran,Small,3,5,2018,0
1,5/14/2018,Dipteran,Small,5,5,2018,0
1,5/14/2018,Dipteran,Small,8,5,2018,0
1,5/14/2018,Dipteran,Small,9,5,2018,0
2,5/14/2018,Dipteran,Small,9,5,2018,16
2,5/14/2018,Dipteran,Small,10,5,2018,15
2,5/14/2018,Dipteran,Small,8,5,2018,36
2,5/14/2018,Dipteran,Small,4,5,2018,48
2,5/14/2018,Dipteran,Small,1,5,2018,64
2,5/14/2018,Dipteran,Small,2,5,2018,23
2,5/14/2018,Dipteran,Small,3,5,2018,39
2,5/14/2018,Dipteran,Small,6,5,2018,42
2,5/14/2018,Dipteran,Small,7,5,2018,43
2,5/14/2018,Dipteran,Small,5,5,2018,79
3,5/14/2018,Dipteran,Small,1,5,2018,90
3,5/14/2018,Dipteran,Small,6,5,2018,20
3,5/14/2018,Dipteran,Small,4,5,2018,24
3,5/14/2018,Dipteran,Small,10,5,2018,135
3,5/14/2018,Dipteran,Small,3,5,2018,82
3,5/14/2018,Dipteran,Small,9,5,2018,50
3,5/14/2018,Dipteran,Small,7,5,2018,6
3,5/14/2018,Dipteran,Small,5,5,2018,9
3,5/14/2018,Dipteran,Small,2,5,2018,53
3,5/14/2018,Dipteran,Small,8,5,2018,127
6,5/14/2018,Dipteran,Small,10,5,2018,42
6,5/14/2018,Dipteran,Small,2,5,2018,44
6,5/14/2018,Dipteran,Small,4,5,2018,26
6,5/14/2018,Dipteran,Small,6,5,2018,207
6,5/14/2018,Dipteran,Small,3,5,2018,41
6,5/14/2018,Dipteran,Small,5,5,2018,43
6,5/14/2018,Dipteran,Small,1,5,2018,45
6,5/14/2018,Dipteran,Small,7,5,2018,57
6,5/14/2018,Dipteran,Small,8,5,2018,65
6,5/14/2018,Dipteran,Small,9,5,2018,272
1,5/14/2018,Terrestrial,Small,6,5,2018,0
1,5/14/2018,Terrestrial,Small,4,5,2018,15
1,5/14/2018,Terrestrial,Small,10,5,2018,15
1,5/14/2018,Terrestrial,Small,2,5,2018,28
1,5/14/2018,Terrestrial,Small,7,5,2018,34
1,5/14/2018,Terrestrial,Small,1,5,2018,0
1,5/14/2018,Terrestrial,Small,3,5,2018,0
1,5/14/2018,Terrestrial,Small,5,5,2018,0
1,5/14/2018,Terrestrial,Small,8,5,2018,0
1,5/14/2018,Terrestrial,Small,9,5,2018,0
2,5/14/2018,Terrestrial,Small,9,5,2018,0
2,5/14/2018,Terrestrial,Small,10,5,2018,0
2,5/14/2018,Terrestrial,Small,8,5,2018,0
2,5/14/2018,Terrestrial,Small,4,5,2018,0
2,5/14/2018,Terrestrial,Small,1,5,2018,0
2,5/14/2018,Terrestrial,Small,2,5,2018,0
2,5/14/2018,Terrestrial,Small,3,5,2018,0
2,5/14/2018,Terrestrial,Small,6,5,2018,0
2,5/14/2018,Terrestrial,Small,7,5,2018,0
2,5/14/2018,Terrestrial,Small,5,5,2018,0
3,5/14/2018,Terrestrial,Small,1,5,2018,0
3,5/14/2018,Terrestrial,Small,6,5,2018,0
3,5/14/2018,Terrestrial,Small,4,5,2018,0
3,5/14/2018,Terrestrial,Small,10,5,2018,0
3,5/14/2018,Terrestrial,Small,3,5,2018,0
3,5/14/2018,Terrestrial,Small,9,5,2018,0
3,5/14/2018,Terrestrial,Small,7,5,2018,0
3,5/14/2018,Terrestrial,Small,5,5,2018,0
3,5/14/2018,Terrestrial,Small,2,5,2018,0
3,5/14/2018,Terrestrial,Small,8,5,2018,0
6,5/14/2018,Terrestrial,Small,10,5,2018,0
6,5/14/2018,Terrestrial,Small,2,5,2018,0
6,5/14/2018,Terrestrial,Small,4,5,2018,0
6,5/14/2018,Terrestrial,Small,6,5,2018,0
6,5/14/2018,Terrestrial,Small,3,5,2018,0
6,5/14/2018,Terrestrial,Small,5,5,2018,0
6,5/14/2018,Terrestrial,Small,1,5,2018,0
6,5/14/2018,Terrestrial,Small,7,5,2018,0
6,5/14/2018,Terrestrial,Small,8,5,2018,0
6,5/14/2018,Terrestrial,Small,9,5,2018,0
1,5/14/2018,Other,Small,6,5,2018,0
1,5/14/2018,Other,Small,4,5,2018,0
1,5/14/2018,Other,Small,10,5,2018,0
1,5/14/2018,Other,Small,2,5,2018,0
1,5/14/2018,Other,Small,7,5,2018,0
1,5/14/2018,Other,Small,1,5,2018,0
1,5/14/2018,Other,Small,3,5,2018,0
1,5/14/2018,Other,Small,5,5,2018,0
1,5/14/2018,Other,Small,8,5,2018,0
1,5/14/2018,Other,Small,9,5,2018,0
2,5/14/2018,Other,Small,9,5,2018,2
2,5/14/2018,Other,Small,10,5,2018,3
2,5/14/2018,Other,Small,8,5,2018,6
2,5/14/2018,Other,Small,4,5,2018,5
2,5/14/2018,Other,Small,1,5,2018,10
2,5/14/2018,Other,Small,2,5,2018,0
2,5/14/2018,Other,Small,3,5,2018,0
2,5/14/2018,Other,Small,6,5,2018,10
2,5/14/2018,Other,Small,7,5,2018,0
2,5/14/2018,Other,Small,5,5,2018,11
3,5/14/2018,Other,Small,1,5,2018,5
3,5/14/2018,Other,Small,6,5,2018,1
3,5/14/2018,Other,Small,4,5,2018,5
3,5/14/2018,Other,Small,10,5,2018,6
3,5/14/2018,Other,Small,3,5,2018,1
3,5/14/2018,Other,Small,9,5,2018,6
3,5/14/2018,Other,Small,7,5,2018,2
3,5/14/2018,Other,Small,5,5,2018,1
3,5/14/2018,Other,Small,2,5,2018,2
3,5/14/2018,Other,Small,8,5,2018,10
6,5/14/2018,Other,Small,10,5,2018,9
6,5/14/2018,Other,Small,2,5,2018,4
6,5/14/2018,Other,Small,4,5,2018,10
6,5/14/2018,Other,Small,6,5,2018,10
6,5/14/2018,Other,Small,3,5,2018,8
6,5/14/2018,Other,Small,5,5,2018,8
6,5/14/2018,Other,Small,1,5,2018,0
6,5/14/2018,Other,Small,7,5,2018,6
6,5/14/2018,Other,Small,8,5,2018,13
6,5/14/2018,Other,Small,9,5,2018,14
6,5/14/2018,Caddisfly,Large,1,5,2018,1
6,5/14/2018,Caddisfly,Large,2,5,2018,1
6,5/14/2018,Caddisfly,Large,3,5,2018,1
6,5/14/2018,Caddisfly,Large,4,5,2018,1
6,5/14/2018,Caddisfly,Large,5,5,2018,1
6,5/14/2018,Caddisfly,Large,6,5,2018,1
6,5/14/2018,Caddisfly,Large,7,5,2018,1
6,5/14/2018,Caddisfly,Large,8,5,2018,1
6,5/14/2018,Caddisfly,Large,9,5,2018,1
6,5/14/2018,Caddisfly,Large,10,5,2018,1
4,5/14/2018,Dipteran,Large,1,5,2018,3
4,5/14/2018,Dipteran,Large,2,5,2018,0
4,5/14/2018,Dipteran,Large,3,5,2018,0
4,5/14/2018,Dipteran,Large,4,5,2018,1
4,5/14/2018,Dipteran,Large,5,5,2018,0
4,5/14/2018,Dipteran,Large,6,5,2018,0
4,5/14/2018,Dipteran,Large,7,5,2018,0
4,5/14/2018,Dipteran,Large,8,5,2018,5
4,5/14/2018,Dipteran,Large,9,5,2018,0
4,5/14/2018,Dipteran,Large,10,5,2018,0
4,5/14/2018,Terrestrial,Large,1,5,2018,1
4,5/14/2018,Terrestrial,Large,2,5,2018,1
4,5/14/2018,Terrestrial,Large,3,5,2018,1
4,5/14/2018,Terrestrial,Large,4,5,2018,0
4,5/14/2018,Terrestrial,Large,5,5,2018,0
4,5/14/2018,Terrestrial,Large,6,5,2018,5
4,5/14/2018,Terrestrial,Large,7,5,2018,0
4,5/14/2018,Terrestrial,Large,8,5,2018,7
4,5/14/2018,Terrestrial,Large,9,5,2018,2
4,5/14/2018,Terrestrial,Large,10,5,2018,0
4,5/14/2018,Caddisfly,Large,1,5,2018,0
4,5/14/2018,Caddisfly,Large,2,5,2018,0
4,5/14/2018,Caddisfly,Large,3,5,2018,0
4,5/14/2018,Caddisfly,Large,4,5,2018,0
4,5/14/2018,Caddisfly,Large,5,5,2018,0
4,5/14/2018,Caddisfly,Large,6,5,2018,0
4,5/14/2018,Caddisfly,Large,7,5,2018,0
4,5/14/2018,Caddisfly,Large,8,5,2018,0
4,5/14/2018,Caddisfly,Large,9,5,2018,0
4,5/14/2018,Caddisfly,Large,10,5,2018,0
4,5/14/2018,Mayfly,Large,1,5,2018,0
4,5/14/2018,Mayfly,Large,2,5,2018,0
4,5/14/2018,Mayfly,Large,3,5,2018,0
4,5/14/2018,Mayfly,Large,4,5,2018,0
4,5/14/2018,Mayfly,Large,5,5,2018,0
4,5/14/2018,Mayfly,Large,6,5,2018,0
4,5/14/2018,Mayfly,Large,7,5,2018,0
4,5/14/2018,Mayfly,Large,8,5,2018,0
4,5/14/2018,Mayfly,Large,9,5,2018,0
4,5/14/2018,Mayfly,Large,10,5,2018,0
4,5/14/2018,Stonefly,Large,1,5,2018,0
4,5/14/2018,Stonefly,Large,2,5,2018,0
4,5/14/2018,Stonefly,Large,3,5,2018,0
4,5/14/2018,Stonefly,Large,4,5,2018,0
4,5/14/2018,Stonefly,Large,5,5,2018,0
4,5/14/2018,Stonefly,Large,6,5,2018,0
4,5/14/2018,Stonefly,Large,7,5,2018,0
4,5/14/2018,Stonefly,Large,8,5,2018,0
4,5/14/2018,Stonefly,Large,9,5,2018,0
4,5/14/2018,Stonefly,Large,10,5,2018,0
4,5/14/2018,Other,Large,1,5,2018,3
4,5/14/2018,Other,Large,2,5,2018,1
4,5/14/2018,Other,Large,3,5,2018,6
4,5/14/2018,Other,Large,4,5,2018,5
4,5/14/2018,Other,Large,5,5,2018,1
4,5/14/2018,Other,Large,6,5,2018,5
4,5/14/2018,Other,Large,7,5,2018,1
4,5/14/2018,Other,Large,8,5,2018,1
4,5/14/2018,Other,Large,9,5,2018,2
4,5/14/2018,Other,Large,10,5,2018,5
4,5/14/2018,Dipteran,Small,1,5,2018,90
4,5/14/2018,Dipteran,Small,2,5,2018,53
4,5/14/2018,Dipteran,Small,3,5,2018,82
4,5/14/2018,Dipteran,Small,4,5,2018,24
4,5/14/2018,Dipteran,Small,5,5,2018,9
4,5/14/2018,Dipteran,Small,6,5,2018,20
4,5/14/2018,Dipteran,Small,7,5,2018,6
4,5/14/2018,Dipteran,Small,8,5,2018,127
4,5/14/2018,Dipteran,Small,9,5,2018,50
4,5/14/2018,Dipteran,Small,10,5,2018,135
4,5/14/2018,Terrestrial,Small,1,5,2018,0
4,5/14/2018,Terrestrial,Small,2,5,2018,0
4,5/14/2018,Terrestrial,Small,3,5,2018,0
4,5/14/2018,Terrestrial,Small,4,5,2018,0
4,5/14/2018,Terrestrial,Small,5,5,2018,0
4,5/14/2018,Terrestrial,Small,6,5,2018,0
4,5/14/2018,Terrestrial,Small,7,5,2018,0
4,5/14/2018,Terrestrial,Small,8,5,2018,0
4,5/14/2018,Terrestrial,Small,9,5,2018,0
4,5/14/2018,Terrestrial,Small,10,5,2018,0
4,5/14/2018,Other,Small,1,5,2018,5
4,5/14/2018,Other,Small,2,5,2018,2
4,5/14/2018,Other,Small,3,5,2018,1
4,5/14/2018,Other,Small,4,5,2018,5
4,5/14/2018,Other,Small,5,5,2018,1
4,5/14/2018,Other,Small,6,5,2018,1
4,5/14/2018,Other,Small,7,5,2018,2
4,5/14/2018,Other,Small,8,5,2018,10
4,5/14/2018,Other,Small,9,5,2018,6
4,5/14/2018,Other,Small,10,5,2018,6
2,5/14/2018,Caddisfly,Small,1,5,2018,0
2,5/14/2018,Caddisfly,Small,2,5,2018,0
2,5/14/2018,Caddisfly,Small,3,5,2018,0
2,5/14/2018,Caddisfly,Small,4,5,2018,0
2,5/14/2018,Caddisfly,Small,5,5,2018,0
2,5/14/2018,Caddisfly,Small,6,5,2018,0
2,5/14/2018,Caddisfly,Small,7,5,2018,0
2,5/14/2018,Caddisfly,Small,8,5,2018,0
2,5/14/2018,Caddisfly,Small,9,5,2018,0
2,5/14/2018,Caddisfly,Small,10,5,2018,0
1,5/14/2018,Caddisfly,Small,1,5,2018,0
1,5/14/2018,Caddisfly,Small,2,5,2018,0
1,5/14/2018,Caddisfly,Small,3,5,2018,0
1,5/14/2018,Caddisfly,Small,4,5,2018,0
1,5/14/2018,Caddisfly,Small,5,5,2018,0
1,5/14/2018,Caddisfly,Small,6,5,2018,0
1,5/14/2018,Caddisfly,Small,7,5,2018,0
1,5/14/2018,Caddisfly,Small,8,5,2018,0
1,5/14/2018,Caddisfly,Small,9,5,2018,0
1,5/14/2018,Caddisfly,Small,10,5,2018,0
1,5/21/2018,Dipteran,Large,7,5,2018,1
1,5/21/2018,Dipteran,Large,9,5,2018,4
1,5/21/2018,Dipteran,Large,10,5,2018,2
1,5/21/2018,Dipteran,Large,3,5,2018,0
1,5/21/2018,Dipteran,Large,1,5,2018,2
1,5/21/2018,Dipteran,Large,2,5,2018,1
1,5/21/2018,Dipteran,Large,4,5,2018,3
1,5/21/2018,Dipteran,Large,5,5,2018,2
1,5/21/2018,Dipteran,Large,6,5,2018,1
1,5/21/2018,Dipteran,Large,8,5,2018,1
2,5/21/2018,Dipteran,Large,8,5,2018,0
2,5/21/2018,Dipteran,Large,6,5,2018,0
2,5/21/2018,Dipteran,Large,3,5,2018,0
2,5/21/2018,Dipteran,Large,4,5,2018,2
2,5/21/2018,Dipteran,Large,9,5,2018,0
2,5/21/2018,Dipteran,Large,1,5,2018,1
2,5/21/2018,Dipteran,Large,2,5,2018,0
2,5/21/2018,Dipteran,Large,7,5,2018,2
2,5/21/2018,Dipteran,Large,5,5,2018,0
2,5/21/2018,Dipteran,Large,10,5,2018,13
3,5/21/2018,Dipteran,Large,4,5,2018,4
3,5/21/2018,Dipteran,Large,2,5,2018,5
3,5/21/2018,Dipteran,Large,9,5,2018,0
3,5/21/2018,Dipteran,Large,5,5,2018,2
3,5/21/2018,Dipteran,Large,10,5,2018,1
3,5/21/2018,Dipteran,Large,1,5,2018,2
3,5/21/2018,Dipteran,Large,6,5,2018,7
3,5/21/2018,Dipteran,Large,7,5,2018,0
3,5/21/2018,Dipteran,Large,3,5,2018,2
3,5/21/2018,Dipteran,Large,8,5,2018,0
6,5/21/2018,Dipteran,Large,5,5,2018,0
6,5/21/2018,Dipteran,Large,4,5,2018,0
6,5/21/2018,Dipteran,Large,9,5,2018,1
6,5/21/2018,Dipteran,Large,10,5,2018,0
6,5/21/2018,Dipteran,Large,1,5,2018,4
6,5/21/2018,Dipteran,Large,6,5,2018,3
6,5/21/2018,Dipteran,Large,7,5,2018,0
6,5/21/2018,Dipteran,Large,8,5,2018,1
6,5/21/2018,Dipteran,Large,2,5,2018,0
6,5/21/2018,Dipteran,Large,3,5,2018,0
9,5/21/2018,Dipteran,Large,9,5,2018,3
