Sample ID,Date,Side,Watershed,Date,Dipteran,Terrestrial,Caddisfly,Mayfly,Stonefly,Other,Dipteran,Terrestrial,Caddisfly,Other
8,6/11/2018,,4,6/11/2018,,,,,,,,,,
9,6/11/2018,,4,6/11/2018,,,,,,,,,,
10,6/11/2018,,4,6/11/2018,,,,,,,,,,
1,6/18/2018,,4,6/18/2018,,,,,,,,,,
2,6/18/2018,,4,6/18/2018,,,,,,,,,,
3,6/18/2018,,4,6/18/2018,,,,,,,,,,
4,6/18/2018,,4,6/18/2018,,,,,,,,,,
5,6/18/2018,,4,6/18/2018,,,,,,,,,,
6,6/18/2018,,4,6/18/2018,,,,,,,,,,
7,6/18/2018,,4,6/18/2018,,,,,,,,,,
8,6/18/2018,,4,6/18/2018,,,,,,,,,,
9,6/18/2018,,4,6/18/2018,,,,,,,,,,
10,6/18/2018,,4,6/18/2018,,,,,,,,,,
1,6/25/2018,,4,6/25/2018,,,,,,,,,,
2,6/25/2018,,4,6/25/2018,,,,,,,,,,
3,6/25/2018,,4,6/25/2018,,,,,,,,,,
4,6/25/2018,,4,6/25/2018,,,,,,,,,,
5,6/25/2018,,4,6/25/2018,,,,,,,,,,
6,6/25/2018,,4,6/25/2018,,,,,,,,,,
7,6/25/2018,,4,6/25/2018,,,,,,,,,,
8,6/25/2018,,4,6/25/2018,,,,,,,,,,
9,6/25/2018,,4,6/25/2018,,,,,,,,,,
10,6/25/2018,,4,6/25/2018,,,,,,,,,,
1,7/2/2018,,4,7/2/2018,5,,8,,,3,37,,,7
2,7/2/2018,,4,7/2/2018,,,1,,1,,35,1,,3
3,7/2/2018,,4,7/2/2018,4,1,1,,2,2,49,,,6
4,7/2/2018,,4,7/2/2018,1,,3,1,,2,45,,,12
5,7/2/2018,,4,7/2/2018,2,,,,,5,34,,,14
6,7/2/2018,,4,7/2/2018,,,,,,,60,,,21
7,7/2/2018,,4,7/2/2018,4,3,,,,3,47,,,22
8,7/2/2018,,4,7/2/2018,,,1,,,2,35,,,9
9,7/2/2018,,4,7/2/2018,2,,,,,3,25,,,12
10,7/2/2018,,4,7/2/2018,4,,2,,5,1,52,,,20
1,7/9/2018,,4,7/9/2018,1,,2,,,3,24,1,,15
2,7/9/2018,,4,7/9/2018,4,,,,3,3,33,,,17
3,7/9/2018,,4,7/9/2018,,,,,1,5,46,,,13
4,7/9/2018,,4,7/9/2018,2,2,,,,7,70,,,
5,7/9/2018,,4,7/9/2018,1,1,,,,7,33,,,20
6,7/9/2018,,4,7/9/2018,3,3,1,,1,4,31,,,25
7,7/9/2018,,4,7/9/2018,,,4,,,3,36,2,,10
8,7/9/2018,,4,7/9/2018,,1,6,,2,5,36,,,36
9,7/9/2018,,4,7/9/2018,3,,6,,3,5,34,,,4
10,7/9/2018,,4,7/9/2018,5,2,7,,,9,33,1,,16
1,7/16/2018,,4,7/16/2018,4,,1,,,2,28,1,,8
2,7/16/2018,,4,7/16/2018,2,2,,,,3,41,,,22
3,7/16/2018,,4,7/16/2018,3,1,,,1,1,30,,,20
4,7/16/2018,,4,7/16/2018,2,2,5,,1,3,39,,,15
5,7/16/2018,,4,7/16/2018,1,,3,,1,3,22,1,,16
6,7/16/2018,,4,7/16/2018,5,4,,,,2,26,,,34
7,7/16/2018,,4,7/16/2018,1,,,,1,7,42,,,21
8,7/16/2018,,4,7/16/2018,,,1,,,4,30,,,25
9,7/16/2018,,4,7/16/2018,5,,,,,3,16,,,11
10,7/16/2018,,4,7/16/2018,9,,2,,2,4,25,,,19
1,7/23/2018,,4,7/23/2018,1,,,,,,4,,,12
2,7/23/2018,,4,7/23/2018,,,,,,,3,,,9
3,7/23/2018,,4,7/23/2018,4,,,,,1,,,,5
4,7/23/2018,,4,7/23/2018,,,,,,,5,,,9
5,7/23/2018,,4,7/23/2018,2,,,,,1,7,,,16
6,7/23/2018,,4,7/23/2018,4,,,,,,,,,8
7,7/23/2018,,4,7/23/2018,,,,,,2,7,,,24
8,7/23/2018,,4,7/23/2018,2,,,,,3,9,,,11
9,7/23/2018,,4,7/23/2018,,,,,,,,,,
10,7/23/2018,,4,7/23/2018,,,,,,,,,,
1,7/30/2018,,4,7/30/2018,5,,,,,2,15,,,2
2,7/30/2018,,4,7/30/2018,4,,,,,4,23,,,2
3,7/30/2018,,4,7/30/2018,5,,1,,1,3,15,,,
4,7/30/2018,,4,7/30/2018,3,2,,,2,,11,,,1
5,7/30/2018,,4,7/30/2018,5,,,,1,,12,,,1
6,7/30/2018,,4,7/30/2018,,,1,,2,1,12,,,1
7,7/30/2018,,4,7/30/2018,4,,,,,,18,,,5
8,7/30/2018,,4,7/30/2018,,1,,,,1,24,,,4
9,7/30/2018,,4,7/30/2018,1,,1,,3,2,6,,,4
10,7/30/2018,,4,7/30/2018,,,2,,5,1,8,,,
1,8/6/2018,,4,8/6/2018,,,1,,6,1,12,,,2
2,8/6/2018,,4,8/6/2018,,,1,,4,,9,,,2
3,8/6/2018,,4,8/6/2018,,,,,8,3,17,,,
4,8/6/2018,,4,8/6/2018,,,,,5,1,8,,,1
5,8/6/2018,,4,8/6/2018,,,,,,,,,,
6,8/6/2018,,4,8/6/2018,,,,,,,,,,
7,8/6/2018,,4,8/6/2018,,,,,,,,,,
8,8/6/2018,,4,8/6/2018,,,,,,,,,,
9,8/6/2018,,4,8/6/2018,,,,,,,,,,
10,8/6/2018,,4,8/6/2018,,,,,,,,,,
1,8/13/2018,,4,8/13/2018,,,,,,,,,,
2,8/13/2018,,4,8/13/2018,,,,,,,,,,
3,8/13/2018,,4,8/13/2018,,,,,,,,,,
4,8/13/2018,,4,8/13/2018,,,,,,,,,,
5,8/13/2018,,4,8/13/2018,,,,,,,,,,
6,8/13/2018,,4,8/13/2018,,,,,,,,,,
7,8/13/2018,,4,8/13/2018,,,,,,,,,,
8,8/13/2018,,4,8/13/2018,,,,,,,,,,
9,8/13/2018,,4,8/13/2018,,,,,,,,,,
10,8/13/2018,,4,8/13/2018,,,,,,,,,,
1,8/20/2018,,4,8/20/2018,,,,,,,,,,
2,8/20/2018,,4,8/20/2018,,,,,,,,,,
3,8/20/2018,,4,8/20/2018,,,,,,,,,,
4,8/20/2018,,4,8/20/2018,,,,,,,,,,
5,8/20/2018,,4,8/20/2018,,,,,,,,,,
6,8/20/2018,,4,8/20/2018,,,,,,,,,,
7,8/20/2018,,4,8/20/2018,,,,,,,,,,
8,8/20/2018,,4,8/20/2018,,,,,,,,,,
9,8/20/2018,,4,8/20/2018,,,,,,,,,,
10,8/20/2018,,4,8/20/2018,,,,,,,,,,
1,8/27/2018,,4,8/27/2018,2,1,,,1,,11,,,3
2,8/27/2018,,4,8/27/2018,1,,,,1,,9,,,5
3,8/27/2018,,4,8/27/2018,3,,,,1,1,19,1,,6
4,8/27/2018,,4,8/27/2018,2,,,,2,1,18,,,2
5,8/27/2018,,4,8/27/2018,,2,,,1,1,10,2,,2
6,8/27/2018,,4,8/27/2018,,,,,1,1,21,2,,
7,8/27/2018,,4,8/27/2018,3,,,,3,,14,,,2
8,8/27/2018,,4,8/27/2018,2,,,,2,,13,,,
9,8/27/2018,,4,8/27/2018,3,,,,,,17,,,1
10,8/27/2018,,4,8/27/2018,3,,1,,1,1,16,,,1
1,9/4/2018,,4,9/4/2018,2,,,,,,16,,,4
2,9/4/2018,,4,9/4/2018,2,2,,,,2,17,2,,11
3,9/4/2018,,4,9/4/2018,1,,1,,,2,16,1,,4
4,9/4/2018,,4,9/4/2018,1,,,,4,2,13,,,10
5,9/4/2018,,4,9/4/2018,4,1,,,,1,31,2,,24
6,9/4/2018,,4,9/4/2018,3,,,,1,2,18,1,,14
7,9/4/2018,,4,9/4/2018,2,4,,,,,13,,,9
8,9/4/2018,,4,9/4/2018,4,,,,,1,18,,,2
9,9/4/2018,,4,9/4/2018,1,,3,,2,2,13,,,1
10,9/4/2018,,4,9/4/2018,,1,,,,2,16,,,11
1,9/10/2018,,4,9/10/2018,2,,,,,2,14,,,9
2,9/10/2018,,4,9/10/2018,3,,,,2,,18,,,18
3,9/10/2018,,4,9/10/2018,4,,,,,1,13,1,,20
4,9/10/2018,,4,9/10/2018,5,1,1,,,3,22,,,23
5,9/10/2018,,4,9/10/2018,1,,,,,,16,,,5
6,9/10/2018,,4,9/10/2018,,,,,,1,11,1,,10
7,9/10/2018,,4,9/10/2018,1,2,,,,,24,,,8
8,9/10/2018,,4,9/10/2018,3,,,,,1,9,,,5
9,9/10/2018,,4,9/10/2018,,,,,1,,39,2,,13
10,9/10/2018,,4,9/10/2018,2,2,,,,2,16,3,,6
1,9/17/2018,,4,9/17/2018,,2,,,1,1,12,3,,7
2,9/17/2018,,4,9/17/2018,,,1,,,,18,,,5
3,9/17/2018,,4,9/17/2018,2,,,,,1,10,1,,1
4,9/17/2018,,4,9/17/2018,,,,,1,,9,,,6
5,9/17/2018,,4,9/17/2018,2,,,,,1,9,2,,3
6,9/17/2018,,4,9/17/2018,5,,,,,1,8,4,,2
7,9/17/2018,,4,9/17/2018,4,,,,,,23,7,,6
8,9/17/2018,,4,9/17/2018,2,1,,,,,18,2,,6
9,9/17/2018,,4,9/17/2018,,,1,,,,6,1,,6
10,9/17/2018,,4,9/17/2018,2,,,,1,,9,3,,10
1,9/24/2018,,4,9/24/2018,6,1,,,1,,28,,,2
2,9/24/2018,,4,9/24/2018,3,,,,,1,36,1,,5
3,9/24/2018,,4,9/24/2018,2,1,,,,1,26,,,4
4,9/24/2018,,4,9/24/2018,1,,,,,2,14,2,,6
5,9/24/2018,,4,9/24/2018,1,,,,,,37,2,,3
6,9/24/2018,,4,9/24/2018,3,,,,,,19,,,6
7,9/24/2018,,4,9/24/2018,,3,,,,,50,2,,7
8,9/24/2018,,4,9/24/2018,,1,1,,2,,45,,,4
9,9/24/2018,,4,9/24/2018,3,1,,,1,,14,2,,4
10,9/24/2018,,4,9/24/2018,3,,,,1,,30,2,,
1,10/1/2018,,4,10/1/2018,3,,,,,1,40,,,
2,10/1/2018,,4,10/1/2018,2,,,,,1,43,,,
3,10/1/2018,,4,10/1/2018,4,,,,,1,17,,,
4,10/1/2018,,4,10/1/2018,4,,,,,,19,,,2
5,10/1/2018,,4,10/1/2018,2,,,,,,31,,,4
6,10/1/2018,,4,10/1/2018,3,,,,,1,33,,,1
7,10/1/2018,,4,10/1/2018,2,1,,,,,31,,,1
8,10/1/2018,,4,10/1/2018,2,,,,,,35,,,1
9,10/1/2018,,4,10/1/2018,5,,,,,,40,,,
10,10/1/2018,,4,10/1/2018,5,,,,,,44,,,2
1,10/8/2018,,4,10/8/2018,1,,,,,,14,,,
2,10/8/2018,,4,10/8/2018,1,,,,,1,14,,,1
3,10/8/2018,,4,10/8/2018,,1,,,,,24,,,
4,10/8/2018,,4,10/8/2018,1,,,,,1,20,,,4
5,10/8/2018,,4,10/8/2018,2,,,,,,20,,,2
6,10/8/2018,,4,10/8/2018,4,,,,,1,19,,,
7,10/8/2018,,4,10/8/2018,1,,,,,,25,,,
8,10/8/2018,,4,10/8/2018,2,,,,,,26,,,1
9,10/8/2018,,4,10/8/2018,1,,,,,,24,,,1
10,10/8/2018,,4,10/8/2018,5,,,,,2,25,,,
1,10/15/2018,,4,10/15/2018,3,,,,,,24,,,
2,10/15/2018,,4,10/15/2018,,,,,,,14,,,
3,10/15/2018,,4,10/15/2018,3,,,,,,41,,,1
4,10/15/2018,,4,10/15/2018,1,,,,,,17,,,1
5,10/15/2018,,4,10/15/2018,3,,,,,,31,,,
6,10/15/2018,,4,10/15/2018,5,,,,,,37,,,
7,10/15/2018,,4,10/15/2018,2,,,,,,8,,,1
8,10/15/2018,,4,10/15/2018,2,,,,,,17,,,2
9,10/15/2018,,4,10/15/2018,1,,,,,,23,,,4
10,10/15/2018,,4,10/15/2018,2,,,,,,18,,,2
1,10/22/2018,,4,10/22/2018,1,,,,,,5,,,
2,10/22/2018,,4,10/22/2018,2,,,,,,4,,,
3,10/22/2018,,4,10/22/2018,1,,,,,,7,,,1
4,10/22/2018,,4,10/22/2018,1,1,,,,2,9,,,2
5,10/22/2018,,4,10/22/2018,17,1,,,,,10,,,1
6,10/22/2018,,4,10/22/2018,16,,,,1,,8,,,2
7,10/22/2018,,4,10/22/2018,5,1,,,,,4,,,
8,10/22/2018,,4,10/22/2018,1,,,,,,4,,,
9,10/22/2018,,4,10/22/2018,1,1,,,,,3,,,
10,10/22/2018,,4,10/22/2018,2,1,,,,,8,,,
1,10/29/2018,,4,10/29/2018,,,,,,,1,,,
2,10/29/2018,,4,10/29/2018,,,,,,,1,,,
3,10/29/2018,,4,10/29/2018,1,,,,,,3,,,
4,10/29/2018,,4,10/29/2018,2,,,,,,3,,,
5,10/29/2018,,4,10/29/2018,1,,,,,,1,,,
6,10/29/2018,,4,10/29/2018,,,,,,,1,,,1
7,10/29/2018,,4,10/29/2018,,,,,,,,,,
8,10/29/2018,,4,10/29/2018,,,,,,,1,,,
9,10/29/2018,,4,10/29/2018,1,,,,,,,,,2
10,10/29/2018,,4,10/29/2018,,1,,,,,3,,,
1,11/5/2018,,4,11/5/2018,2,,,,,,9,,,
2,11/5/2018,,4,11/5/2018,,,,,,,2,,,1
3,11/5/2018,,4,11/5/2018,,,,,,,3,,,
4,11/5/2018,,4,11/5/2018,2,,,,,,3,1,,
5,11/5/2018,,4,11/5/2018,2,,,,,,6,,,
6,11/5/2018,,4,11/5/2018,2,,,,,,6,1,,1
7,11/5/2018,,4,11/5/2018,,,,,,1,5,,,
8,11/5/2018,,4,11/5/2018,3,,,,,,5,1,,
9,11/5/2018,,4,11/5/2018,,,,,,,10,,,
10,11/5/2018,,4,11/5/2018,,,,,,,1,,,1
1,11/12/2018,,4,11/12/2018,2,,,,,,5,1,,
2,11/12/2018,,4,11/12/2018,1,,,,,,6,,,1
3,11/12/2018,,4,11/12/2018,2,,,,,,13,1,,
4,11/12/2018,,4,11/12/2018,,,,,,,17,2,,
5,11/12/2018,,4,11/12/2018,2,,,,,,1,,,1
6,11/12/2018,,4,11/12/2018,2,1,,,,,3,,,
7,11/12/2018,,4,11/12/2018,5,,,,,,26,,,
8,11/12/2018,,4,11/12/2018,1,,,,,,7,,,
9,11/12/2018,,4,11/12/2018,1,,,,,,2,,,
10,11/12/2018,,4,11/12/2018,,,,,,,2,,,1
ST190451,6/17/2019,A,4,6/17/2019,4,,,,3,1,86,3,,
ST190451,6/17/2019,B,4,6/17/2019,3,3,,,2,4,74,1,,4
ST190452,6/17/2019,A,4,6/17/2019,5,4,,,1,,82,11,,1
ST190452,6/17/2019,B,4,6/17/2019,4,1,,,1,1,88,4,,4
ST190453,6/17/2019,A,4,6/17/2019,1,2,1,,1,2,71,3,,14
ST190453,6/17/2019,B,4,6/17/2019,2,2,1,,,1,87,7,,2
ST190454,6/17/2019,A,4,6/17/2019,1,1,,,1,2,66,9,,3
ST190454,6/17/2019,B,4,6/17/2019,1,1,,,,2,88,6,,2
ST190455,6/17/2019,A,4,6/17/2019,2,4,1,,,3,41,1,,4
ST190455,6/17/2019,B,4,6/17/2019,,3,,,,4,80,10,,3
ST190491,6/24/2019,A,4,6/24/2019,1,2,1,,2,4,108,1,,
ST190491,6/24/2019,B,4,6/24/2019,2,,2,,,6,81,10,,2
ST190492,6/24/2019,A,4,6/24/2019,,,,,1,1,50,12,,1
ST190492,6/24/2019,B,4,6/24/2019,2,1,,,,3,73,7,,1
ST190493,6/24/2019,A,4,6/24/2019,3,1,,,1,2,49,7,1,3
ST190493,6/24/2019,B,4,6/24/2019,,3,,,,2,101,11,,2
ST190494,6/24/2019,A,4,6/24/2019,1,,,,3,4,42,3,,3
ST190494,6/24/2019,B,4,6/24/2019,2,1,,,,1,76,7,,
ST190495,6/24/2019,A,4,6/24/2019,1,1,,,,4,39,3,,1
ST190495,6/24/2019,B,4,6/24/2019,5,3,,,,1,81,7,,3
ST190531,7/1/2019,A,4,7/1/2019,3,,,,1,,28,3,,1
ST190531,7/1/2019,B,4,7/1/2019,4,3,2,,,,74,6,,1
ST190532,7/1/2019,A,4,7/1/2019,1,1,1,,2,2,32,10,,7
ST190532,7/1/2019,B,4,7/1/2019,,,,,1,3,41,17,,4
ST190533,7/1/2019,A,4,7/1/2019,,3,3,,,1,43,12,,6
ST190533,7/1/2019,B,4,7/1/2019,3,3,6,,1,2,64,7,,2
ST190534,7/1/2019,A,4,7/1/2019,4, ,1,,1,6,49,5,,1
ST190534,7/1/2019,B,4,7/1/2019,1,3,,2,3,,65,4,,2
ST190535,7/1/2019,A,4,7/1/2019,8,5,1,,3,1,148,24,,2
ST190535,7/1/2019,B,4,7/1/2019,5,,1,,3,3,52,13,,1
ST190571,7/8/2019,A,4,7/8/2019,2,,1,,2,4,54,5,,3
ST190571,7/8/2019,B,4,7/8/2019,2,2,6,,4,1,62,11,,18
ST190572,7/8/2019,A,4,7/8/2019,,3,1,,6,2,152,8,,11
ST190572,7/8/2019,B,4,7/8/2019,2,,2,,6,1,77,9,,1
ST190573,7/8/2019,A,4,7/8/2019,2,1,4,,2,3,71,7,1,37
ST190573,7/8/2019,B,4,7/8/2019,2,2,1,,4,5,24,4,,14
ST190574,7/8/2019,A,4,7/8/2019,1,2,12,,1,,46,5,,11
ST190574,7/8/2019,B,4,7/8/2019,1,1,3,,,1,70,7,,4
ST190575,7/8/2019,A,4,7/8/2019,1,1,,,,1,31,5,,17
ST190575,7/8/2019,B,4,7/8/2019,1,1,,,2,3,46,7,,21
ST190611,7/15/2019,A,4,7/15/2019,2,2,3,,1,1,21,7,1,7
ST190611,7/15/2019,B,4,7/15/2019,2,,2,,4,1,45,9,,11
ST190612,7/15/2019,A,4,7/15/2019,3,2,1,,1,,35,4,,22
ST190612,7/15/2019,B,4,7/15/2019,2,2,,,1,1,43,9,1,30
ST190613,7/15/2019,A,4,7/15/2019,3,,,,1,,22,4,,14
ST190613,7/15/2019,B,4,7/15/2019,10,1,1,,,3,39,10,1,34
ST190614,7/15/2019,A,4,7/15/2019,1,2,1,,,1,95,9,2,6
ST190614,7/15/2019,B,4,7/15/2019,6,1,,,2,1,56,13,1,17
ST190615,7/15/2019,A,4,7/15/2019,1,2,3,,1,2,35,12,2,12
ST190615,7/15/2019,B,4,7/15/2019,2,1,1,,3,3,37,10,,4
ST190651,7/22/2019,A,4,7/22/2019,1,,1,,5,2,23,7,1,4
ST190651,7/22/2019,B,4,7/22/2019,2,1,3,,8,5,27,10,2,7
ST190652,7/22/2019,A,4,7/22/2019,4,,2,,4,5,48,6,,11
ST190652,7/22/2019,B,4,7/22/2019,5,,1,,3,5,28,7,1,2
ST190653,7/22/2019,A,4,7/22/2019,3,1,,,1,1,27,11,,6
ST190653,7/22/2019,B,4,7/22/2019,,3,2,,1,4,25,13,,13
ST190654,7/22/2019,A,4,7/22/2019,2,,3,,1,6,54,15,,10
ST190654,7/22/2019,B,4,7/22/2019,1,2,,,,5,21,12,,9
ST190655,7/22/2019,A,4,7/22/2019,3,,,,,1,12,6,,3
ST190655,7/22/2019,B,4,7/22/2019,4,,,,1,3,24,12,,11
ST190691,7/29/2019,A,4,7/29/2019,5,1,,,,2,6,4,,1
ST190691,7/29/2019,B,4,7/29/2019,11,3,1,,,2,32,5,,2
ST190692,7/29/2019,A,4,7/29/2019,14,1,,,,4,18,5,,1
ST190692,7/29/2019,B,4,7/29/2019,5,,2,,,,16,8,,3
ST190693,7/29/2019,A,4,7/29/2019,2,,1,,1,3,55,9,,
ST190693,7/29/2019,B,4,7/29/2019,5,,,,1,,24,6,,2
ST190694,7/29/2019,A,4,7/29/2019,8,,,,1,,25,8,,4
ST190694,7/29/2019,B,4,7/29/2019,,,,,,1,32,,,1
ST190695,7/29/2019,A,4,7/29/2019,,,2,,3,,20,6,,2
ST190695,7/29/2019,B,4,7/29/2019,2,2,1,,,4,13,11,,4
ST190731,8/5/2019,A,4,8/5/2019,,4,,,2,,30,2,,3
ST190731,8/5/2019,B,4,8/5/2019,1,,1,,2,,41,6,,
ST190732,8/5/2019,A,4,8/5/2019,1,1,1,,1,2,30,3,,2
ST190732,8/5/2019,B,4,8/5/2019,,,,,,,10,2,,1
ST190733,8/5/2019,A,4,8/5/2019,,2,3,,2,5,20,4,,1
ST190733,8/5/2019,B,4,8/5/2019,,,4,,2,,35,7,,1
ST190734,8/5/2019,A,4,8/5/2019,3,3,1,,3,3,17,14,,1
ST190734,8/5/2019,B,4,8/5/2019,3,1,,,2,1,48,8,,4
ST190735,8/5/2019,A,4,8/5/2019,,6,3,,1,1,80,12,,4
ST190735,8/5/2019,B,4,8/5/2019,1,2,5,,1,1,29,1,,
ST190771,8/12/2019,A,4,8/12/2019,,4,1,,5,2,55,1,,
ST190771,8/12/2019,B,4,8/12/2019,1,3,,,3,,14,5,,1
ST190772,8/12/2019,A,4,8/12/2019,,1,,,1,1,22,6,,1
ST190772,8/12/2019,B,4,8/12/2019,,2,,,5,1,31,5,,3
ST190773,8/12/2019,A,4,8/12/2019,,3,1,,1,2,40,15,,2
ST190773,8/12/2019,B,4,8/12/2019,,6,1,,2,2,38,4,,3
ST190774,8/12/2019,A,4,8/12/2019,4,5,1,,6,5,22,1,,4
ST190774,8/12/2019,B,4,8/12/2019,,1,2,,2,2,26,8,,1
ST190775,8/12/2019,A,4,8/12/2019,,9,4,,2,1,18,7,,5
ST190775,8/12/2019,B,4,8/12/2019,,,,,1,2,30,2,,1
ST190811,8/19/2019,A,4,8/19/2019,,1,,,2,1,18,2,,
ST190811,8/19/2019,B,4,8/19/2019,1,3,1,,,,15,,,
ST190812,8/19/2019,A,4,8/19/2019,1,2,1,,5,1,15,,,1
ST190812,8/19/2019,B,4,8/19/2019,,,2,,7,1,10,10,,
ST190813,8/19/2019,A,4,8/19/2019,2,1,,,1,,14,,,1
ST190813,8/19/2019,B,4,8/19/2019,,2,1,,,,14,6,,1
ST190814,8/19/2019,A,4,8/19/2019,1,2,,,1,,13,1,,1
ST190814,8/19/2019,B,4,8/19/2019,,3,2,,2,1,25,,,
ST190815,8/19/2019,A,4,8/19/2019,2,3,1,,,1,13,3,,1
ST190815,8/19/2019,B,4,8/19/2019,1,1,,,,1,23,2,,2
ST190851,8/26/2019,A,4,8/26/2019,2,8,,,,1,42,1,,
ST190851,8/26/2019,B,4,8/26/2019,,3,,,2,,25,,,2
ST190852,8/26/2019,A,4,8/26/2019,,9,,,,,42,,,
ST190852,8/26/2019,B,4,8/26/2019,,4,,,,,24,1,,
ST190853,8/26/2019,A,4,8/26/2019,,3,1,,2,2,17,2,,1
ST190853,8/26/2019,B,4,8/26/2019,,3,,,6,,25,1,,
ST190854,8/26/2019,A,4,8/26/2019,,,,1,,,15,1,,
ST190854,8/26/2019,B,4,8/26/2019,,6,,,3,,25,,,1
ST190855,8/26/2019,A,4,8/26/2019,2,,3,,3,,19,2,,
ST190855,8/26/2019,B,4,8/26/2019,,1,2,,1,,20,1,,
ST190376,6/2/2019,A,4,6/2/2019,7,,1,,,,17,,,3
ST190376,6/2/2019,B,4,6/2/2019,6,4,,,,,25,,,
ST190377,6/2/2019,A,4,6/2/2019,5,1,1,,,,21,,,1
ST190377,6/2/2019,B,4,6/2/2019,,3,,,,,28,,,3
ST190378,6/2/2019,A,4,6/2/2019,8,,,,,,37,,,5
ST190378,6/2/2019,B,4,6/2/2019,4,2,,,,,25,,,2
ST190379,6/2/2019,A,4,6/2/2019,3,,,,,,17,,,1
ST190379,6/2/2019,B,4,6/2/2019,5,,,,1,,32,,,2
ST190380,6/2/2019,A,4,6/2/2019,20,1,,,,3,40,,,
ST190380,6/2/2019,B,4,6/2/2019,5,1,,,1,,21,,,2
ST190416,6/10/2019,A,4,6/10/2019,12,14,,,,3,77,,,4
ST190416,6/10/2019,B,4,6/10/2019,6,8,1,,,1,35,,,
ST190417,6/10/2019,A,4,6/10/2019,5,34,,,,6,36,,,4
ST190417,6/10/2019,B,4,6/10/2019,9,23,3,,,9,60,3,,5
ST190418,6/10/2019,A,4,6/10/2019,5,7,,,,2,59,,,4
ST190418,6/10/2019,B,4,6/10/2019,6,8,,,,5,95,,,3
ST190419,6/10/2019,A,4,6/10/2019,5,12,,,1,,54,,,6
ST190419,6/10/2019,B,4,6/10/2019,2,4,,,2,2,31,1,,2
ST190420,6/10/2019,A,4,6/10/2019,8,14,,,,,96,,,3
ST190420,6/10/2019,B,4,6/10/2019,6,16,1,,,,65,3,,2
ST190216,5/6/2019,A,4,5/6/2019,2,4,,,,2,15,1,,3
ST190216,5/6/2019,B,4,5/6/2019,1,,,,,1,5,1,,2
ST190217,5/6/2019,A,4,5/6/2019,4,,,,,1,9,1,,2
ST190217,5/6/2019,B,4,5/6/2019,9,2,,,,,22,4,,2
