"Watershed","date","invert","size","count_zero","month","year"
"1",2019-07-08,"Dipteran","Large",1,7,2019
"1",2019-07-08,"Dipteran","Large",0,7,2019
"1",2019-07-08,"Dipteran","Large",3,7,2019
"1",2019-07-08,"Dipteran","Large",0,7,2019
"1",2019-07-08,"Dipteran","Large",1,7,2019
"1",2019-07-08,"Dipteran","Large",0,7,2019
"1",2019-07-08,"Dipteran","Large",1,7,2019
"1",2019-07-01,"Dipteran","Large",1,7,2019
"1",2019-07-01,"Dipteran","Large",0,7,2019
"1",2019-07-01,"Dipteran","Large",2,7,2019
"1",2019-07-01,"Dipteran","Large",1,7,2019
"1",2019-07-01,"Dipteran","Large",0,7,2019
"1",2019-07-01,"Dipteran","Large",0,7,2019
"1",2019-07-01,"Dipteran","Large",0,7,2019
"1",2019-07-01,"Dipteran","Large",4,7,2019
"1",2019-07-01,"Dipteran","Large",0,7,2019
"1",2019-07-01,"Dipteran","Large",1,7,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",1,6,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",1,6,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",0,6,2019
"1",2019-06-24,"Dipteran","Large",2,6,2019
"1",2019-06-24,"Dipteran","Large",2,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",1,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",1,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-17,"Dipteran","Large",1,6,2019
"1",2019-06-17,"Dipteran","Large",0,6,2019
"1",2019-06-10,"Dipteran","Large",0,6,2019
"1",2019-06-10,"Dipteran","Large",2,6,2019
"1",2019-06-10,"Dipteran","Large",6,6,2019
"1",2019-06-10,"Dipteran","Large",9,6,2019
"1",2019-06-10,"Dipteran","Large",1,6,2019
"1",2019-06-10,"Dipteran","Large",3,6,2019
"1",2019-06-10,"Dipteran","Large",4,6,2019
"1",2019-06-10,"Dipteran","Large",3,6,2019
"1",2019-06-10,"Dipteran","Large",4,6,2019
"1",2019-06-10,"Dipteran","Large",0,6,2019
"1",2019-06-02,"Dipteran","Large",1,6,2019
"1",2019-06-02,"Dipteran","Large",1,6,2019
"1",2019-06-02,"Dipteran","Large",0,6,2019
"1",2019-06-02,"Dipteran","Large",1,6,2019
"1",2019-06-02,"Dipteran","Large",1,6,2019
"1",2019-06-02,"Dipteran","Large",2,6,2019
"1",2019-06-02,"Dipteran","Large",6,6,2019
"1",2019-06-02,"Dipteran","Large",1,6,2019
"1",2019-06-02,"Dipteran","Large",2,6,2019
"1",2019-06-02,"Dipteran","Large",0,6,2019
"1",2019-05-28,"Dipteran","Large",5,5,2019
"1",2019-05-28,"Dipteran","Large",1,5,2019
"1",2019-05-28,"Dipteran","Large",6,5,2019
"1",2019-05-28,"Dipteran","Large",4,5,2019
"1",2019-05-28,"Dipteran","Large",1,5,2019
"1",2019-05-28,"Dipteran","Large",7,5,2019
"1",2019-05-28,"Dipteran","Large",4,5,2019
"1",2019-05-28,"Dipteran","Large",5,5,2019
"1",2019-05-28,"Dipteran","Large",7,5,2019
"1",2019-05-28,"Dipteran","Large",12,5,2019
"1",2019-05-20,"Dipteran","Large",3,5,2019
"1",2019-05-20,"Dipteran","Large",0,5,2019
"1",2019-05-20,"Dipteran","Large",0,5,2019
"1",2019-05-20,"Dipteran","Large",0,5,2019
"1",2019-05-20,"Dipteran","Large",6,5,2019
"1",2019-05-20,"Dipteran","Large",3,5,2019
"1",2019-05-20,"Dipteran","Large",1,5,2019
"1",2019-05-20,"Dipteran","Large",3,5,2019
"1",2019-05-20,"Dipteran","Large",1,5,2019
"1",2019-05-20,"Dipteran","Large",3,5,2019
"1",2019-05-13,"Dipteran","Large",0,5,2019
"1",2019-05-13,"Dipteran","Large",0,5,2019
"1",2019-05-13,"Dipteran","Large",0,5,2019
"1",2019-05-13,"Dipteran","Large",10,5,2019
"1",2019-05-13,"Dipteran","Large",0,5,2019
"1",2019-05-13,"Dipteran","Large",0,5,2019
"1",2019-05-13,"Dipteran","Large",1,5,2019
"1",2019-05-13,"Dipteran","Large",3,5,2019
"1",2019-05-13,"Dipteran","Large",4,5,2019
"1",2019-05-13,"Dipteran","Large",8,5,2019
"1",2019-05-06,"Dipteran","Large",6,5,2019
"1",2019-05-06,"Dipteran","Large",3,5,2019
"1",2019-05-06,"Dipteran","Large",3,5,2019
"1",2019-05-06,"Dipteran","Large",5,5,2019
"1",2019-05-06,"Dipteran","Large",3,5,2019
"1",2019-05-06,"Dipteran","Large",2,5,2019
"1",2019-05-06,"Dipteran","Large",0,5,2019
"1",2019-05-06,"Dipteran","Large",2,5,2019
"1",2019-05-06,"Dipteran","Large",4,5,2019
"1",2019-05-06,"Dipteran","Large",2,5,2019
"1",2019-04-29,"Dipteran","Large",4,4,2019
"1",2019-04-29,"Dipteran","Large",2,4,2019
"1",2019-04-29,"Dipteran","Large",0,4,2019
"1",2019-04-29,"Dipteran","Large",1,4,2019
"1",2019-04-29,"Dipteran","Large",2,4,2019
"1",2019-04-29,"Dipteran","Large",3,4,2019
"1",2019-04-29,"Dipteran","Large",2,4,2019
"1",2019-04-29,"Dipteran","Large",0,4,2019
"1",2019-04-29,"Dipteran","Large",0,4,2019
"1",2019-04-29,"Dipteran","Large",1,4,2019
"1",2019-04-22,"Dipteran","Large",0,4,2019
"1",2019-04-22,"Dipteran","Large",0,4,2019
"1",2019-04-15,"Dipteran","Large",1,4,2019
"1",2019-04-15,"Dipteran","Large",2,4,2019
"1",2019-04-08,"Dipteran","Large",1,4,2019
"1",2019-04-08,"Dipteran","Large",1,4,2019
"1",2019-04-01,"Dipteran","Large",0,4,2019
"1",2019-04-01,"Dipteran","Large",0,4,2019
"1",2020-10-22,"Dipteran","Large",1,10,2020
"1",2020-10-22,"Dipteran","Large",14,10,2020
"1",2020-10-22,"Dipteran","Large",3,10,2020
"1",2020-10-22,"Dipteran","Large",6,10,2020
"1",2020-10-22,"Dipteran","Large",3,10,2020
"1",2020-10-22,"Dipteran","Large",3,10,2020
"1",2020-10-22,"Dipteran","Large",7,10,2020
"1",2020-10-22,"Dipteran","Large",11,10,2020
"1",2020-10-22,"Dipteran","Large",8,10,2020
"1",2020-10-22,"Dipteran","Large",11,10,2020
"1",2018-10-15,"Dipteran","Large",6,10,2018
"1",2018-10-15,"Dipteran","Large",2,10,2018
"1",2018-10-15,"Dipteran","Large",5,10,2018
"1",2018-10-15,"Dipteran","Large",5,10,2018
"1",2018-10-15,"Dipteran","Large",15,10,2018
"1",2018-10-15,"Dipteran","Large",2,10,2018
"1",2018-10-15,"Dipteran","Large",0,10,2018
"1",2018-10-15,"Dipteran","Large",3,10,2018
"1",2018-10-15,"Dipteran","Large",5,10,2018
"1",2018-10-15,"Dipteran","Large",1,10,2018
"1",2018-10-08,"Dipteran","Large",1,10,2018
"1",2020-10-08,"Dipteran","Large",0,10,2020
"1",2020-10-08,"Dipteran","Large",3,10,2020
"1",2020-10-08,"Dipteran","Large",1,10,2020
"1",2020-10-08,"Dipteran","Large",1,10,2020
"1",2020-10-08,"Dipteran","Large",4,10,2020
"1",2020-10-08,"Dipteran","Large",7,10,2020
"1",2020-10-08,"Dipteran","Large",15,10,2020
"1",2020-10-08,"Dipteran","Large",5,10,2020
"1",2020-10-08,"Dipteran","Large",6,10,2020
"1",2018-10-01,"Dipteran","Large",2,10,2018
"1",2018-10-01,"Dipteran","Large",3,10,2018
"1",2018-10-01,"Dipteran","Large",5,10,2018
"1",2018-10-01,"Dipteran","Large",4,10,2018
"1",2018-10-01,"Dipteran","Large",4,10,2018
"1",2018-10-01,"Dipteran","Large",1,10,2018
"1",2018-10-01,"Dipteran","Large",3,10,2018
"1",2018-10-01,"Dipteran","Large",6,10,2018
"1",2018-10-01,"Dipteran","Large",6,10,2018
"1",2018-10-01,"Dipteran","Large",6,10,2018
"1",2018-09-24,"Dipteran","Large",5,9,2018
"1",2018-09-24,"Dipteran","Large",1,9,2018
"1",2018-09-24,"Dipteran","Large",1,9,2018
"1",2018-09-24,"Dipteran","Large",0,9,2018
"1",2018-09-24,"Dipteran","Large",1,9,2018
"1",2018-09-24,"Dipteran","Large",1,9,2018
"1",2018-09-24,"Dipteran","Large",0,9,2018
"1",2018-09-24,"Dipteran","Large",2,9,2018
"1",2018-09-24,"Dipteran","Large",4,9,2018
"1",2018-09-24,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",2,9,2018
"1",2018-09-17,"Dipteran","Large",2,9,2018
"1",2018-09-17,"Dipteran","Large",2,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",0,9,2018
"1",2018-09-17,"Dipteran","Large",1,9,2018
"1",2018-09-10,"Dipteran","Large",0,9,2018
"1",2018-09-10,"Dipteran","Large",1,9,2018
"1",2018-09-10,"Dipteran","Large",1,9,2018
"1",2018-09-10,"Dipteran","Large",0,9,2018
"1",2018-09-10,"Dipteran","Large",2,9,2018
"1",2018-09-10,"Dipteran","Large",0,9,2018
"1",2018-09-10,"Dipteran","Large",0,9,2018
"1",2018-09-10,"Dipteran","Large",1,9,2018
"1",2018-09-10,"Dipteran","Large",1,9,2018
"1",2018-09-10,"Dipteran","Large",0,9,2018
"1",2018-09-04,"Dipteran","Large",2,9,2018
"1",2018-09-04,"Dipteran","Large",1,9,2018
"1",2018-09-04,"Dipteran","Large",1,9,2018
"1",2018-09-04,"Dipteran","Large",1,9,2018
"1",2018-09-04,"Dipteran","Large",0,9,2018
"1",2018-09-04,"Dipteran","Large",1,9,2018
"1",2018-09-04,"Dipteran","Large",0,9,2018
"1",2018-09-04,"Dipteran","Large",1,9,2018
"1",2018-09-04,"Dipteran","Large",0,9,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",1,8,2018
"1",2018-08-20,"Dipteran","Large",0,8,2018
"1",2018-08-20,"Dipteran","Large",2,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-13,"Dipteran","Large",0,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-13,"Dipteran","Large",0,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-13,"Dipteran","Large",2,8,2018
"1",2018-08-13,"Dipteran","Large",3,8,2018
"1",2018-08-13,"Dipteran","Large",1,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",1,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",2,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",2,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-08-06,"Dipteran","Large",0,8,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",0,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",1,7,2018
"1",2018-07-23,"Dipteran","Large",2,7,2018
"1",2018-07-23,"Dipteran","Large",0,7,2018
"1",2018-07-16,"Dipteran","Large",3,7,2018
"1",2018-07-16,"Dipteran","Large",0,7,2018
"1",2018-07-16,"Dipteran","Large",2,7,2018
"1",2018-07-16,"Dipteran","Large",4,7,2018
"1",2018-07-16,"Dipteran","Large",1,7,2018
"1",2018-07-16,"Dipteran","Large",3,7,2018
"1",2018-07-16,"Dipteran","Large",1,7,2018
"1",2018-07-16,"Dipteran","Large",0,7,2018
"1",2018-07-16,"Dipteran","Large",3,7,2018
"1",2018-07-16,"Dipteran","Large",1,7,2018
"1",2020-06-25,"Dipteran","Large",0,6,2020
"1",2020-06-25,"Dipteran","Large",1,6,2020
"1",2020-06-25,"Dipteran","Large",3,6,2020
"1",2020-06-25,"Dipteran","Large",0,6,2020
"1",2020-06-25,"Dipteran","Large",2,6,2020
"1",2020-06-25,"Dipteran","Large",2,6,2020
"1",2020-06-25,"Dipteran","Large",2,6,2020
"1",2020-06-25,"Dipteran","Large",0,6,2020
"1",2020-06-25,"Dipteran","Large",0,6,2020
"1",2020-06-25,"Dipteran","Large",0,6,2020
"1",2018-06-18,"Dipteran","Large",0,6,2018
"1",2018-06-18,"Dipteran","Large",1,6,2018
"1",2018-06-18,"Dipteran","Large",2,6,2018
"1",2018-06-18,"Dipteran","Large",2,6,2018
"1",2018-06-18,"Dipteran","Large",2,6,2018
"1",2018-06-18,"Dipteran","Large",3,6,2018
"1",2018-06-18,"Dipteran","Large",0,6,2018
"1",2018-06-18,"Dipteran","Large",1,6,2018
"1",2018-06-18,"Dipteran","Large",1,6,2018
"1",2018-06-18,"Dipteran","Large",1,6,2018
"1",2018-06-11,"Dipteran","Large",0,6,2018
"1",2018-06-11,"Dipteran","Large",1,6,2018
"1",2018-06-11,"Dipteran","Large",0,6,2018
"1",2018-06-11,"Dipteran","Large",2,6,2018
"1",2018-06-11,"Dipteran","Large",2,6,2018
"1",2018-06-11,"Dipteran","Large",3,6,2018
"1",2018-06-11,"Dipteran","Large",4,6,2018
"1",2018-06-11,"Dipteran","Large",6,6,2018
"1",2018-06-11,"Dipteran","Large",2,6,2018
"1",2018-06-11,"Dipteran","Large",2,6,2018
"1",2018-06-04,"Dipteran","Large",1,6,2018
"1",2018-06-04,"Dipteran","Large",1,6,2018
"1",2018-06-04,"Dipteran","Large",1,6,2018
"1",2018-06-04,"Dipteran","Large",7,6,2018
"1",2018-06-04,"Dipteran","Large",3,6,2018
"1",2018-06-04,"Dipteran","Large",0,6,2018
"1",2018-06-04,"Dipteran","Large",1,6,2018
"1",2018-06-04,"Dipteran","Large",2,6,2018
"1",2018-06-04,"Dipteran","Large",0,6,2018
"1",2018-06-04,"Dipteran","Large",2,6,2018
"1",2018-06-04,"Dipteran","Large",0,6,2018
"1",2018-05-29,"Dipteran","Large",4,5,2018
"1",2018-05-29,"Dipteran","Large",0,5,2018
"1",2018-05-29,"Dipteran","Large",4,5,2018
"1",2018-05-29,"Dipteran","Large",2,5,2018
"1",2018-05-29,"Dipteran","Large",3,5,2018
"1",2018-05-29,"Dipteran","Large",1,5,2018
"1",2018-05-29,"Dipteran","Large",2,5,2018
"1",2018-05-29,"Dipteran","Large",1,5,2018
"1",2018-05-29,"Dipteran","Large",0,5,2018
"1",2018-05-29,"Dipteran","Large",1,5,2018
"1",2018-05-21,"Dipteran","Large",2,5,2018
"1",2018-05-21,"Dipteran","Large",1,5,2018
"1",2018-05-21,"Dipteran","Large",0,5,2018
"1",2018-05-21,"Dipteran","Large",3,5,2018
"1",2018-05-21,"Dipteran","Large",2,5,2018
"1",2018-05-21,"Dipteran","Large",1,5,2018
"1",2018-05-21,"Dipteran","Large",1,5,2018
"1",2018-05-21,"Dipteran","Large",1,5,2018
"1",2018-05-21,"Dipteran","Large",4,5,2018
"1",2018-05-21,"Dipteran","Large",2,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"1",2018-05-14,"Dipteran","Large",1,5,2018
"1",2018-05-14,"Dipteran","Large",1,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"1",2018-05-14,"Dipteran","Large",4,5,2018
"1",2018-05-14,"Dipteran","Large",2,5,2018
"1",2018-05-14,"Dipteran","Large",0,5,2018
"2",2019-08-26,"Dipteran","Large",1,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",2,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-26,"Dipteran","Large",0,8,2019
"2",2019-08-19,"Dipteran","Large",0,8,2019
"2",2019-08-19,"Dipteran","Large",1,8,2019
